"","uid","species_group","cover"
"3054","LM.1.A.51.2015","herb",53
"3055","LM.1.A.51.2015","horsetail",0
"3056","LM.1.A.51.2015","moss",0
"3057","LM.1.A.51.2015","rush",20
"3058","LM.1.A.51.2015","sedge",0
"3059","LM.1.A.51.2015","woodrush",0
"3060","LM.1.A.61.2015","grass",49
"3061","LM.1.A.61.2015","herb",57
"3062","LM.1.A.61.2015","horsetail",0
"3063","LM.1.A.61.2015","moss",0
"3064","LM.1.A.61.2015","rush",20
"3065","LM.1.A.61.2015","sedge",16
"3066","LM.1.A.61.2015","woodrush",0
"3067","LM.1.A.64.2015","grass",39
"3068","LM.1.A.64.2015","herb",58
"3069","LM.1.A.64.2015","horsetail",0
"3070","LM.1.A.64.2015","moss",0
"3071","LM.1.A.64.2015","rush",23
"3072","LM.1.A.64.2015","sedge",0
"3073","LM.1.A.64.2015","woodrush",0
"3074","LM.1.A.85.2017","grass",59
"3075","LM.1.A.85.2017","herb",57
"3076","LM.1.A.85.2017","horsetail",0
"3077","LM.1.A.85.2017","moss",0
"3078","LM.1.A.85.2017","rush",20
"3079","LM.1.A.85.2017","sedge",1
"3080","LM.1.A.85.2017","woodrush",0
"3081","LM.1.A.91.2016","grass",74
"3082","LM.1.A.91.2016","herb",38
"3083","LM.1.A.91.2016","horsetail",0
"3084","LM.1.A.91.2016","moss",0
"3085","LM.1.A.91.2016","rush",0
"3086","LM.1.A.91.2016","sedge",0
"3087","LM.1.A.91.2016","woodrush",0
"3088","LM.1.B.11.2017","grass",65
"3089","LM.1.B.11.2017","herb",64
"3090","LM.1.B.11.2017","horsetail",0
"3091","LM.1.B.11.2017","moss",0
"3092","LM.1.B.11.2017","rush",12
"3093","LM.1.B.11.2017","sedge",5
"3094","LM.1.B.11.2017","woodrush",0
"3095","LM.1.B.20.2015","grass",54
"3096","LM.1.B.20.2015","herb",69
"3097","LM.1.B.20.2015","horsetail",1
"3098","LM.1.B.20.2015","moss",0
"3099","LM.1.B.20.2015","rush",20
"3100","LM.1.B.20.2015","sedge",1
"3101","LM.1.B.20.2015","woodrush",0
"3102","LM.1.B.35.2015","grass",49
"3103","LM.1.B.35.2015","herb",56
"3104","LM.1.B.35.2015","horsetail",0
"3105","LM.1.B.35.2015","moss",0
"3106","LM.1.B.35.2015","rush",20
"3107","LM.1.B.35.2015","sedge",1
"3108","LM.1.B.35.2015","woodrush",0
"3109","LM.1.B.44.2017","grass",36
"3110","LM.1.B.44.2017","herb",68
"3111","LM.1.B.44.2017","horsetail",0
"3112","LM.1.B.44.2017","moss",0
"3113","LM.1.B.44.2017","rush",7
"3114","LM.1.B.44.2017","sedge",0
"3115","LM.1.B.44.2017","woodrush",0
"3116","LM.1.B.51.2016","grass",59
"3117","LM.1.B.51.2016","herb",72
"3118","LM.1.B.51.2016","horsetail",0
"3119","LM.1.B.51.2016","moss",0
"3120","LM.1.B.51.2016","rush",12
"3121","LM.1.B.51.2016","sedge",5
"3122","LM.1.B.51.2016","woodrush",0
"3123","LM.1.B.54.2016","grass",60
"3124","LM.1.B.54.2016","herb",40
"3125","LM.1.B.54.2016","horsetail",0
"3126","LM.1.B.54.2016","moss",0
"3127","LM.1.B.54.2016","rush",16
"3128","LM.1.B.54.2016","sedge",5
"3129","LM.1.B.54.2016","woodrush",0
"3130","LM.1.B.61.2016","grass",42
"3131","LM.1.B.61.2016","herb",65
"3132","LM.1.B.61.2016","horsetail",1
"3133","LM.1.B.61.2016","moss",0
"3134","LM.1.B.61.2016","rush",3
"3135","LM.1.B.61.2016","sedge",8
"3136","LM.1.B.61.2016","woodrush",0
"3137","LM.1.B.85.2015","grass",54
"3138","LM.1.B.85.2015","herb",54
"3139","LM.1.B.85.2015","horsetail",0
"3140","LM.1.B.85.2015","moss",0
"3141","LM.1.B.85.2015","rush",28
"3142","LM.1.B.85.2015","sedge",5
"3143","LM.1.B.85.2015","woodrush",0
"3144","LM.1.B.91.2017","grass",67
"3145","LM.1.B.91.2017","herb",77
"3146","LM.1.B.91.2017","horsetail",0
"3147","LM.1.B.91.2017","moss",0
"3148","LM.1.B.91.2017","rush",45
"3149","LM.1.B.91.2017","sedge",0
"3150","LM.1.B.91.2017","woodrush",0
"3151","LM.1.C.11.2015","grass",64
"3152","LM.1.C.11.2015","herb",51
"3153","LM.1.C.11.2015","horsetail",0
"3154","LM.1.C.11.2015","moss",0
"3155","LM.1.C.11.2015","rush",16
"3156","LM.1.C.11.2015","sedge",6
"3157","LM.1.C.11.2015","woodrush",0
"3158","LM.1.C.20.2016","grass",65
"3159","LM.1.C.20.2016","herb",32
"3160","LM.1.C.20.2016","horsetail",1
"3161","LM.1.C.20.2016","moss",0
"3162","LM.1.C.20.2016","rush",5
"3163","LM.1.C.20.2016","sedge",0
"3164","LM.1.C.20.2016","woodrush",0
"3165","LM.1.C.35.2016","grass",63
"3166","LM.1.C.35.2016","herb",58
"3167","LM.1.C.35.2016","horsetail",1
"3168","LM.1.C.35.2016","moss",0
"3169","LM.1.C.35.2016","rush",3
"3170","LM.1.C.35.2016","sedge",0
"3171","LM.1.C.35.2016","woodrush",0
"3172","LM.1.C.44.2015","grass",58
"3173","LM.1.C.44.2015","herb",52
"3174","LM.1.C.44.2015","horsetail",0
"3175","LM.1.C.44.2015","moss",0
"3176","LM.1.C.44.2015","rush",3
"3177","LM.1.C.44.2015","sedge",1
"3178","LM.1.C.44.2015","woodrush",0
"3179","LM.1.C.51.2017","grass",84
"3180","LM.1.C.51.2017","herb",43
"3181","LM.1.C.51.2017","horsetail",1
"3182","LM.1.C.51.2017","moss",0
"3183","LM.1.C.51.2017","rush",42
"3184","LM.1.C.51.2017","sedge",5
"3185","LM.1.C.51.2017","woodrush",0
"3186","LM.1.C.54.2017","grass",55
"3187","LM.1.C.54.2017","herb",62
"3188","LM.1.C.54.2017","horsetail",0
"3189","LM.1.C.54.2017","moss",0
"3190","LM.1.C.54.2017","rush",19
"3191","LM.1.C.54.2017","sedge",5
"3192","LM.1.C.54.2017","woodrush",0
"3193","LM.1.C.61.2017","grass",55
"3194","LM.1.C.61.2017","herb",62
"3195","LM.1.C.61.2017","horsetail",0
"3196","LM.1.C.61.2017","moss",0
"3197","LM.1.C.61.2017","rush",3
"3198","LM.1.C.61.2017","sedge",1
"3199","LM.1.C.61.2017","woodrush",0
"3200","LM.1.C.86.2016","grass",70
"3201","LM.1.C.86.2016","herb",70
"3202","LM.1.C.86.2016","horsetail",0
"3203","LM.1.C.86.2016","moss",0
"3204","LM.1.C.86.2016","rush",45
"3205","LM.1.C.86.2016","sedge",0
"3206","LM.1.C.86.2016","woodrush",0
"3207","LM.1.C.91.2015","grass",79
"3208","LM.1.C.91.2015","herb",55
"3209","LM.1.C.91.2015","horsetail",0
"3210","LM.1.C.91.2015","moss",0
"3211","LM.1.C.91.2015","rush",12
"3212","LM.1.C.91.2015","sedge",5
"3213","LM.1.C.91.2015","woodrush",0
"3214","LM.2.A.15.2015","grass",60
"3215","LM.2.A.15.2015","herb",76
"3216","LM.2.A.15.2015","horsetail",0
"3217","LM.2.A.15.2015","moss",0
"3218","LM.2.A.15.2015","rush",28
"3219","LM.2.A.15.2015","sedge",5
"3220","LM.2.A.15.2015","woodrush",0
"3221","LM.2.A.29.2016","grass",49
"3222","LM.2.A.29.2016","herb",55
"3223","LM.2.A.29.2016","horsetail",0
"3224","LM.2.A.29.2016","moss",0
"3225","LM.2.A.29.2016","rush",16
"3226","LM.2.A.29.2016","sedge",2
"3227","LM.2.A.29.2016","woodrush",1
"3228","LM.2.A.35.2015","grass",76
"3229","LM.2.A.35.2015","herb",50
"3230","LM.2.A.35.2015","horsetail",0
"3231","LM.2.A.35.2015","moss",0
"3232","LM.2.A.35.2015","rush",23
"3233","LM.2.A.35.2015","sedge",0
"3234","LM.2.A.35.2015","woodrush",0
"3235","LM.2.A.53.2017","grass",29
"3236","LM.2.A.53.2017","herb",85
"3237","LM.2.A.53.2017","horsetail",0
"3238","LM.2.A.53.2017","moss",0
"3239","LM.2.A.53.2017","rush",30
"3240","LM.2.A.53.2017","sedge",0
"3241","LM.2.A.53.2017","woodrush",0
"3242","LM.2.A.59.2017","grass",55
"3243","LM.2.A.59.2017","herb",57
"3244","LM.2.A.59.2017","horsetail",0
"3245","LM.2.A.59.2017","moss",0
"3246","LM.2.A.59.2017","rush",23
"3247","LM.2.A.59.2017","sedge",5
"3248","LM.2.A.59.2017","woodrush",0
"3249","LM.2.A.6.2017","grass",66
"3250","LM.2.A.6.2017","herb",80
"3251","LM.2.A.6.2017","horsetail",0
"3252","LM.2.A.6.2017","moss",0
"3253","LM.2.A.6.2017","rush",20
"3254","LM.2.A.6.2017","sedge",8
"3255","LM.2.A.6.2017","woodrush",0
"3256","LM.2.A.71.2016","grass",51
"3257","LM.2.A.71.2016","herb",72
"3258","LM.2.A.71.2016","horsetail",0
"3259","LM.2.A.71.2016","moss",0
"3260","LM.2.A.71.2016","rush",23
"3261","LM.2.A.71.2016","sedge",5
"3262","LM.2.A.71.2016","woodrush",0
"3263","LM.2.A.8.2015","grass",66
"3264","LM.2.A.8.2015","herb",58
"3265","LM.2.A.8.2015","horsetail",0
"3266","LM.2.A.8.2015","moss",0
"3267","LM.2.A.8.2015","rush",23
"3268","LM.2.A.8.2015","sedge",1
"3269","LM.2.A.8.2015","woodrush",0
"3270","LM.2.A.80.2016","grass",69
"3271","LM.2.A.80.2016","herb",52
"3272","LM.2.A.80.2016","horsetail",0
"3273","LM.2.A.80.2016","moss",0
"3274","LM.2.A.80.2016","rush",15
"3275","LM.2.A.80.2016","sedge",8
"3276","LM.2.A.80.2016","woodrush",0
"3277","LM.2.B.15.2016","grass",57
"3278","LM.2.B.15.2016","herb",39
"3279","LM.2.B.15.2016","horsetail",0
"3280","LM.2.B.15.2016","moss",0
"3281","LM.2.B.15.2016","rush",45
"3282","LM.2.B.15.2016","sedge",0
"3283","LM.2.B.15.2016","woodrush",0
"3284","LM.2.B.29.2017","grass",69
"3285","LM.2.B.29.2017","herb",80
"3286","LM.2.B.29.2017","horsetail",1
"3287","LM.2.B.29.2017","moss",0
"3288","LM.2.B.29.2017","rush",42
"3289","LM.2.B.29.2017","sedge",5
"3290","LM.2.B.29.2017","woodrush",0
"3291","LM.2.B.35.2016","grass",79
"3292","LM.2.B.35.2016","herb",65
"3293","LM.2.B.35.2016","horsetail",0
"3294","LM.2.B.35.2016","moss",0
"3295","LM.2.B.35.2016","rush",7
"3296","LM.2.B.35.2016","sedge",11
"3297","LM.2.B.35.2016","woodrush",0
"3298","LM.2.B.56.2015","grass",75
"3299","LM.2.B.56.2015","herb",66
"3300","LM.2.B.56.2015","horsetail",1
"3301","LM.2.B.56.2015","moss",0
"3302","LM.2.B.56.2015","rush",28
"3303","LM.2.B.56.2015","sedge",5
"3304","LM.2.B.56.2015","woodrush",0
"3305","LM.2.B.59.2015","grass",62
"3306","LM.2.B.59.2015","herb",71
"3307","LM.2.B.59.2015","horsetail",1
"3308","LM.2.B.59.2015","moss",0
"3309","LM.2.B.59.2015","rush",16
"3310","LM.2.B.59.2015","sedge",1
"3311","LM.2.B.59.2015","woodrush",0
"3312","LM.2.B.6.2015","grass",65
"3313","LM.2.B.6.2015","herb",88
"3314","LM.2.B.6.2015","horsetail",0
"3315","LM.2.B.6.2015","moss",0
"3316","LM.2.B.6.2015","rush",20
"3317","LM.2.B.6.2015","sedge",1
"3318","LM.2.B.6.2015","woodrush",0
"3319","LM.2.B.71.2017","grass",58
"3320","LM.2.B.71.2017","herb",52
"3321","LM.2.B.71.2017","horsetail",1
"3322","LM.2.B.71.2017","moss",0
"3323","LM.2.B.71.2017","rush",45
"3324","LM.2.B.71.2017","sedge",5
"3325","LM.2.B.71.2017","woodrush",0
"3326","LM.2.B.8.2016","grass",43
"3327","LM.2.B.8.2016","herb",63
"3328","LM.2.B.8.2016","horsetail",0
"3329","LM.2.B.8.2016","moss",0
"3330","LM.2.B.8.2016","rush",3
"3331","LM.2.B.8.2016","sedge",8
"3332","LM.2.B.8.2016","woodrush",0
"3333","LM.2.B.80.2017","grass",65
"3334","LM.2.B.80.2017","herb",68
"3335","LM.2.B.80.2017","horsetail",0
"3336","LM.2.B.80.2017","moss",0
"3337","LM.2.B.80.2017","rush",3
"3338","LM.2.B.80.2017","sedge",5
"3339","LM.2.B.80.2017","woodrush",0
"3340","LM.2.C.15.2017","grass",43
"3341","LM.2.C.15.2017","herb",55
"3342","LM.2.C.15.2017","horsetail",0
"3343","LM.2.C.15.2017","moss",0
"3344","LM.2.C.15.2017","rush",34
"3345","LM.2.C.15.2017","sedge",0
"3346","LM.2.C.15.2017","woodrush",0
"3347","LM.2.C.29.2015","grass",54
"3348","LM.2.C.29.2015","herb",78
"3349","LM.2.C.29.2015","horsetail",0
"3350","LM.2.C.29.2015","moss",0
"3351","LM.2.C.29.2015","rush",29
"3352","LM.2.C.29.2015","sedge",1
"3353","LM.2.C.29.2015","woodrush",0
"3354","LM.2.C.32.2016","grass",76
"3355","LM.2.C.32.2016","herb",62
"3356","LM.2.C.32.2016","horsetail",0
"3357","LM.2.C.32.2016","moss",0
"3358","LM.2.C.32.2016","rush",3
"3359","LM.2.C.32.2016","sedge",0
"3360","LM.2.C.32.2016","woodrush",0
"3361","LM.2.C.35.2017","grass",88
"3362","LM.2.C.35.2017","herb",77
"3363","LM.2.C.35.2017","horsetail",0
"3364","LM.2.C.35.2017","moss",0
"3365","LM.2.C.35.2017","rush",19
"3366","LM.2.C.35.2017","sedge",0
"3367","LM.2.C.35.2017","woodrush",0
"3368","LM.2.C.59.2016","grass",55
"3369","LM.2.C.59.2016","herb",76
"3370","LM.2.C.59.2016","horsetail",0
"3371","LM.2.C.59.2016","moss",0
"3372","LM.2.C.59.2016","rush",23
"3373","LM.2.C.59.2016","sedge",0
"3374","LM.2.C.59.2016","woodrush",0
"3375","LM.2.C.6.2016","grass",70
"3376","LM.2.C.6.2016","herb",44
"3377","LM.2.C.6.2016","horsetail",0
"3378","LM.2.C.6.2016","moss",0
"3379","LM.2.C.6.2016","rush",7
"3380","LM.2.C.6.2016","sedge",8
"3381","LM.2.C.6.2016","woodrush",0
"3382","LM.2.C.71.2015","grass",50
"3383","LM.2.C.71.2015","herb",71
"3384","LM.2.C.71.2015","horsetail",0
"3385","LM.2.C.71.2015","moss",0
"3386","LM.2.C.71.2015","rush",20
"3387","LM.2.C.71.2015","sedge",0
"3388","LM.2.C.71.2015","woodrush",0
"3389","LM.2.C.8.2017","grass",68
"3390","LM.2.C.8.2017","herb",69
"3391","LM.2.C.8.2017","horsetail",0
"3392","LM.2.C.8.2017","moss",0
"3393","LM.2.C.8.2017","rush",3
"3394","LM.2.C.8.2017","sedge",0
"3395","LM.2.C.8.2017","woodrush",0
"3396","LM.2.C.80.2015","grass",65
"3397","LM.2.C.80.2015","herb",60
"3398","LM.2.C.80.2015","horsetail",0
"3399","LM.2.C.80.2015","moss",0
"3400","LM.2.C.80.2015","rush",28
"3401","LM.2.C.80.2015","sedge",5
"3402","LM.2.C.80.2015","woodrush",0
"3403","LM.3.A.3.2017","grass",82
"3404","LM.3.A.3.2017","herb",85
"3405","LM.3.A.3.2017","horsetail",0
"3406","LM.3.A.3.2017","moss",0
"3407","LM.3.A.3.2017","rush",34
"3408","LM.3.A.3.2017","sedge",5
"3409","LM.3.A.3.2017","woodrush",0
"3410","LM.3.A.31.2015","grass",71
"3411","LM.3.A.31.2015","herb",51
"3412","LM.3.A.31.2015","horsetail",0
"3413","LM.3.A.31.2015","moss",0
"3414","LM.3.A.31.2015","rush",29
"3415","LM.3.A.31.2015","sedge",5
"3416","LM.3.A.31.2015","woodrush",1
"3417","LM.3.A.47.2015","grass",55
"3418","LM.3.A.47.2015","herb",66
"3419","LM.3.A.47.2015","horsetail",0
"3420","LM.3.A.47.2015","moss",0
"3421","LM.3.A.47.2015","rush",20
"3422","LM.3.A.47.2015","sedge",5
"3423","LM.3.A.47.2015","woodrush",0
"3424","LM.3.A.52.2016","grass",65
"3425","LM.3.A.52.2016","herb",71
"3426","LM.3.A.52.2016","horsetail",0
"3427","LM.3.A.52.2016","moss",0
"3428","LM.3.A.52.2016","rush",12
"3429","LM.3.A.52.2016","sedge",0
"3430","LM.3.A.52.2016","woodrush",0
"3431","LM.3.A.7.2016","grass",67
"3432","LM.3.A.7.2016","herb",53
"3433","LM.3.A.7.2016","horsetail",0
"3434","LM.3.A.7.2016","moss",0
"3435","LM.3.A.7.2016","rush",23
"3436","LM.3.A.7.2016","sedge",0
"3437","LM.3.A.7.2016","woodrush",0
"3438","LM.3.A.73.2017","grass",61
"3439","LM.3.A.73.2017","herb",76
"3440","LM.3.A.73.2017","horsetail",0
"3441","LM.3.A.73.2017","moss",0
"3442","LM.3.A.73.2017","rush",12
"3443","LM.3.A.73.2017","sedge",1
"3444","LM.3.A.73.2017","woodrush",0
"3445","LM.3.A.74.2015","grass",35
"3446","LM.3.A.74.2015","herb",86
"3447","LM.3.A.74.2015","horsetail",0
"3448","LM.3.A.74.2015","moss",0
"3449","LM.3.A.74.2015","rush",23
"3450","LM.3.A.74.2015","sedge",5
"3451","LM.3.A.74.2015","woodrush",1
"3452","LM.3.A.82.2016","grass",40
"3453","LM.3.A.82.2016","herb",67
"3454","LM.3.A.82.2016","horsetail",0
"3455","LM.3.A.82.2016","moss",0
"3456","LM.3.A.82.2016","rush",18
"3457","LM.3.A.82.2016","sedge",0
"3458","LM.3.A.82.2016","woodrush",0
"3459","LM.3.A.88.2017","grass",44
"3460","LM.3.A.88.2017","herb",59
"3461","LM.3.A.88.2017","horsetail",0
"3462","LM.3.A.88.2017","moss",0
"3463","LM.3.A.88.2017","rush",20
"3464","LM.3.A.88.2017","sedge",0
"3465","LM.3.A.88.2017","woodrush",0
"3466","LM.3.B.3.2015","grass",55
"3467","LM.3.B.3.2015","herb",70
"3468","LM.3.B.3.2015","horsetail",0
"3469","LM.3.B.3.2015","moss",0
"3470","LM.3.B.3.2015","rush",23
"3471","LM.3.B.3.2015","sedge",1
"3472","LM.3.B.3.2015","woodrush",0
"3473","LM.3.B.31.2016","grass",49
"3474","LM.3.B.31.2016","herb",51
"3475","LM.3.B.31.2016","horsetail",0
"3476","LM.3.B.31.2016","moss",0
"3477","LM.3.B.31.2016","rush",12
"3478","LM.3.B.31.2016","sedge",5
"3479","LM.3.B.31.2016","woodrush",0
"3480","LM.3.B.47.2016","grass",49
"3481","LM.3.B.47.2016","herb",55
"3482","LM.3.B.47.2016","horsetail",0
"3483","LM.3.B.47.2016","moss",0
"3484","LM.3.B.47.2016","rush",23
"3485","LM.3.B.47.2016","sedge",0
"3486","LM.3.B.47.2016","woodrush",0
"3487","LM.3.B.52.2017","grass",48
"3488","LM.3.B.52.2017","herb",88
"3489","LM.3.B.52.2017","horsetail",1
"3490","LM.3.B.52.2017","moss",0
"3491","LM.3.B.52.2017","rush",5
"3492","LM.3.B.52.2017","sedge",0
"3493","LM.3.B.52.2017","woodrush",0
"3494","LM.3.B.7.2017","grass",50
"3495","LM.3.B.7.2017","herb",94
"3496","LM.3.B.7.2017","horsetail",3
"3497","LM.3.B.7.2017","moss",0
"3498","LM.3.B.7.2017","rush",7
"3499","LM.3.B.7.2017","sedge",0
"3500","LM.3.B.7.2017","woodrush",0
"3501","LM.3.B.73.2015","grass",54
"3502","LM.3.B.73.2015","herb",58
"3503","LM.3.B.73.2015","horsetail",0
"3504","LM.3.B.73.2015","moss",0
"3505","LM.3.B.73.2015","rush",28
"3506","LM.3.B.73.2015","sedge",1
"3507","LM.3.B.73.2015","woodrush",0
"3508","LM.3.B.74.2016","grass",66
"3509","LM.3.B.74.2016","herb",54
"3510","LM.3.B.74.2016","horsetail",0
"3511","LM.3.B.74.2016","moss",0
"3512","LM.3.B.74.2016","rush",7
"3513","LM.3.B.74.2016","sedge",1
"3514","LM.3.B.74.2016","woodrush",0
"3515","LM.3.B.82.2017","grass",45
"3516","LM.3.B.82.2017","herb",73
"3517","LM.3.B.82.2017","horsetail",0
"3518","LM.3.B.82.2017","moss",0
"3519","LM.3.B.82.2017","rush",8
"3520","LM.3.B.82.2017","sedge",14
"3521","LM.3.B.82.2017","woodrush",0
"3522","LM.3.B.88.2015","grass",65
"3523","LM.3.B.88.2015","herb",73
"3524","LM.3.B.88.2015","horsetail",0
"3525","LM.3.B.88.2015","moss",0
"3526","LM.3.B.88.2015","rush",28
"3527","LM.3.B.88.2015","sedge",1
"3528","LM.3.B.88.2015","woodrush",1
"3529","LM.3.C.3.2016","grass",56
"3530","LM.3.C.3.2016","herb",58
"3531","LM.3.C.3.2016","horsetail",0
"3532","LM.3.C.3.2016","moss",0
"3533","LM.3.C.3.2016","rush",42
"3534","LM.3.C.3.2016","sedge",0
"3535","LM.3.C.3.2016","woodrush",0
"3536","LM.3.C.31.2017","grass",57
"3537","LM.3.C.31.2017","herb",73
"3538","LM.3.C.31.2017","horsetail",0
"3539","LM.3.C.31.2017","moss",0
"3540","LM.3.C.31.2017","rush",42
"3541","LM.3.C.31.2017","sedge",3
"3542","LM.3.C.31.2017","woodrush",0
"3543","LM.3.C.47.2017","grass",53
"3544","LM.3.C.47.2017","herb",98
"3545","LM.3.C.47.2017","horsetail",0
"3546","LM.3.C.47.2017","moss",0
"3547","LM.3.C.47.2017","rush",5
"3548","LM.3.C.47.2017","sedge",1
"3549","LM.3.C.47.2017","woodrush",0
"3550","LM.3.C.52.2015","grass",58
"3551","LM.3.C.52.2015","herb",64
"3552","LM.3.C.52.2015","horsetail",0
"3553","LM.3.C.52.2015","moss",0
"3554","LM.3.C.52.2015","rush",23
"3555","LM.3.C.52.2015","sedge",1
"3556","LM.3.C.52.2015","woodrush",0
"3557","LM.3.C.7.2015","grass",41
"3558","LM.3.C.7.2015","herb",41
"3559","LM.3.C.7.2015","horsetail",0
"3560","LM.3.C.7.2015","moss",0
"3561","LM.3.C.7.2015","rush",20
"3562","LM.3.C.7.2015","sedge",5
"3563","LM.3.C.7.2015","woodrush",0
"3564","LM.3.C.73.2016","grass",55
"3565","LM.3.C.73.2016","herb",48
"3566","LM.3.C.73.2016","horsetail",0
"3567","LM.3.C.73.2016","moss",0
"3568","LM.3.C.73.2016","rush",12
"3569","LM.3.C.73.2016","sedge",14
"3570","LM.3.C.73.2016","woodrush",0
"3571","LM.3.C.74.2017","grass",42
"3572","LM.3.C.74.2017","herb",83
"3573","LM.3.C.74.2017","horsetail",1
"3574","LM.3.C.74.2017","moss",0
"3575","LM.3.C.74.2017","rush",7
"3576","LM.3.C.74.2017","sedge",0
"3577","LM.3.C.74.2017","woodrush",0
"3578","LM.3.C.82.2015","grass",49
"3579","LM.3.C.82.2015","herb",77
"3580","LM.3.C.82.2015","horsetail",0
"3581","LM.3.C.82.2015","moss",0
"3582","LM.3.C.82.2015","rush",16
"3583","LM.3.C.82.2015","sedge",1
"3584","LM.3.C.82.2015","woodrush",0
"3585","LM.3.C.88.2016","grass",93
"3586","LM.3.C.88.2016","herb",85
"3587","LM.3.C.88.2016","horsetail",0
"3588","LM.3.C.88.2016","moss",0
"3589","LM.3.C.88.2016","rush",7
"3590","LM.3.C.88.2016","sedge",12
"3591","LM.3.C.88.2016","woodrush",0
"3592","LM.4.A.19.2015","grass",59
"3593","LM.4.A.19.2015","herb",49
"3594","LM.4.A.19.2015","horsetail",0
"3595","LM.4.A.19.2015","moss",0
"3596","LM.4.A.19.2015","rush",28
"3597","LM.4.A.19.2015","sedge",8
"3598","LM.4.A.19.2015","woodrush",0
"3599","LM.4.A.19.2017","grass",58
"3600","LM.4.A.19.2017","herb",75
"3601","LM.4.A.19.2017","horsetail",0
"3602","LM.4.A.19.2017","moss",0
"3603","LM.4.A.19.2017","rush",3
"3604","LM.4.A.19.2017","sedge",0
"3605","LM.4.A.19.2017","woodrush",0
"3606","LM.4.A.2.2015","grass",78
"3607","LM.4.A.2.2015","herb",88
"3608","LM.4.A.2.2015","horsetail",0
"3609","LM.4.A.2.2015","moss",0
"3610","LM.4.A.2.2015","rush",23
"3611","LM.4.A.2.2015","sedge",5
"3612","LM.4.A.2.2015","woodrush",0
"3613","LM.4.A.2.2017","grass",24
"3614","LM.4.A.2.2017","herb",82
"3615","LM.4.A.2.2017","horsetail",0
"3616","LM.4.A.2.2017","moss",0
"3617","LM.4.A.2.2017","rush",42
"3618","LM.4.A.2.2017","sedge",14
"3619","LM.4.A.2.2017","woodrush",0
"3620","LM.4.A.38.2015","grass",81
"3621","LM.4.A.38.2015","herb",79
"3622","LM.4.A.38.2015","horsetail",0
"3623","LM.4.A.38.2015","moss",0
"3624","LM.4.A.38.2015","rush",35
"3625","LM.4.A.38.2015","sedge",5
"3626","LM.4.A.38.2015","woodrush",0
"3627","LM.4.A.38.2017","grass",57
"3628","LM.4.A.38.2017","herb",62
"3629","LM.4.A.38.2017","horsetail",0
"3630","LM.4.A.38.2017","moss",0
"3631","LM.4.A.38.2017","rush",12
"3632","LM.4.A.38.2017","sedge",0
"3633","LM.4.A.38.2017","woodrush",0
"3634","LM.4.A.58.2016","grass",62
"3635","LM.4.A.58.2016","herb",46
"3636","LM.4.A.58.2016","horsetail",0
"3637","LM.4.A.58.2016","moss",0
"3638","LM.4.A.58.2016","rush",16
"3639","LM.4.A.58.2016","sedge",1
"3640","LM.4.A.58.2016","woodrush",1
"3641","LM.4.A.65.2016","grass",46
"3642","LM.4.A.65.2016","herb",73
"3643","LM.4.A.65.2016","horsetail",0
"3644","LM.4.A.65.2016","moss",0
"3645","LM.4.A.65.2016","rush",16
"3646","LM.4.A.65.2016","sedge",1
"3647","LM.4.A.65.2016","woodrush",0
"3648","LM.4.A.73.2016","grass",53
"3649","LM.4.A.73.2016","herb",52
"3650","LM.4.A.73.2016","horsetail",0
"3651","LM.4.A.73.2016","moss",0
"3652","LM.4.A.73.2016","rush",7
"3653","LM.4.A.73.2016","sedge",5
"3654","LM.4.A.73.2016","woodrush",0
"3655","LM.4.B.19.2015","grass",46
"3656","LM.4.B.19.2015","herb",64
"3657","LM.4.B.19.2015","horsetail",0
"3658","LM.4.B.19.2015","moss",0
"3659","LM.4.B.19.2015","rush",23
"3660","LM.4.B.19.2015","sedge",8
"3661","LM.4.B.19.2015","woodrush",0
"3662","LM.4.B.2.2015","grass",66
"3663","LM.4.B.2.2015","herb",52
"3664","LM.4.B.2.2015","horsetail",1
"3665","LM.4.B.2.2015","moss",0
"3666","LM.4.B.2.2015","rush",23
"3667","LM.4.B.2.2015","sedge",1
"3668","LM.4.B.2.2015","woodrush",0
"3669","LM.4.B.24.2016","grass",68
"3670","LM.4.B.24.2016","herb",54
"3671","LM.4.B.24.2016","horsetail",0
"3672","LM.4.B.24.2016","moss",0
"3673","LM.4.B.24.2016","rush",45
"3674","LM.4.B.24.2016","sedge",1
"3675","LM.4.B.24.2016","woodrush",0
"3676","LM.4.B.38.2015","grass",47
"3677","LM.4.B.38.2015","herb",47
"3678","LM.4.B.38.2015","horsetail",1
"3679","LM.4.B.38.2015","moss",0
"3680","LM.4.B.38.2015","rush",23
"3681","LM.4.B.38.2015","sedge",0
"3682","LM.4.B.38.2015","woodrush",0
"3683","LM.4.B.58.2017","grass",56
"3684","LM.4.B.58.2017","herb",70
"3685","LM.4.B.58.2017","horsetail",0
"3686","LM.4.B.58.2017","moss",0
"3687","LM.4.B.58.2017","rush",19
"3688","LM.4.B.58.2017","sedge",1
"3689","LM.4.B.58.2017","woodrush",0
"3690","LM.4.B.65.2017","grass",60
"3691","LM.4.B.65.2017","herb",91
"3692","LM.4.B.65.2017","horsetail",1
"3693","LM.4.B.65.2017","moss",0
"3694","LM.4.B.65.2017","rush",34
"3695","LM.4.B.65.2017","sedge",0
"3696","LM.4.B.65.2017","woodrush",0
"3697","LM.4.B.67.2016","grass",61
