"uid","species_group","cover"
"HM.8.C.53.2017","horsetail",0
"HM.8.C.53.2017","moss",0
"HM.8.C.53.2017","rush",28
"HM.8.C.53.2017","sedge",14
"HM.8.C.53.2017","woodrush",0
"HM.8.C.66.2016","grass",82
"HM.8.C.66.2016","herb",59
"HM.8.C.66.2016","horsetail",0
"HM.8.C.66.2016","moss",0
"HM.8.C.66.2016","rush",20
"HM.8.C.66.2016","sedge",8
"HM.8.C.66.2016","woodrush",0
"HM.8.C.91.2016","grass",75
"HM.8.C.91.2016","herb",64
"HM.8.C.91.2016","horsetail",0
"HM.8.C.91.2016","moss",0
"HM.8.C.91.2016","rush",17
"HM.8.C.91.2016","sedge",14
"HM.8.C.91.2016","woodrush",1
"HP.1.A.11.2016","grass",34
"HP.1.A.11.2016","herb",15
"HP.1.A.11.2016","horsetail",0
"HP.1.A.11.2016","moss",16
"HP.1.A.11.2016","rush",49
"HP.1.A.11.2016","sedge",12
"HP.1.A.11.2016","woodrush",5
"HP.1.A.20.2017","grass",72
"HP.1.A.20.2017","herb",12
"HP.1.A.20.2017","horsetail",0
"HP.1.A.20.2017","moss",0
"HP.1.A.20.2017","rush",23
"HP.1.A.20.2017","sedge",27
"HP.1.A.20.2017","woodrush",0
"HP.1.A.35.2017","grass",49
"HP.1.A.35.2017","herb",7
"HP.1.A.35.2017","horsetail",0
"HP.1.A.35.2017","moss",0
"HP.1.A.35.2017","rush",10
"HP.1.A.35.2017","sedge",22
"HP.1.A.35.2017","woodrush",1
"HP.1.A.44.2016","grass",33
"HP.1.A.44.2016","herb",6
"HP.1.A.44.2016","horsetail",0
"HP.1.A.44.2016","moss",0
"HP.1.A.44.2016","rush",15
"HP.1.A.44.2016","sedge",2
"HP.1.A.44.2016","woodrush",1
"HP.1.A.51.2015","grass",46
"HP.1.A.51.2015","herb",12
"HP.1.A.51.2015","horsetail",0
"HP.1.A.51.2015","moss",8
"HP.1.A.51.2015","rush",3
"HP.1.A.51.2015","sedge",11
"HP.1.A.51.2015","woodrush",0
"HP.1.A.54.2015","grass",41
"HP.1.A.54.2015","herb",13
"HP.1.A.54.2015","horsetail",0
"HP.1.A.54.2015","moss",13
"HP.1.A.54.2015","rush",0
"HP.1.A.54.2015","sedge",11
"HP.1.A.54.2015","woodrush",1
"HP.1.A.61.2015","grass",40
"HP.1.A.61.2015","herb",17
"HP.1.A.61.2015","horsetail",0
"HP.1.A.61.2015","moss",6
"HP.1.A.61.2015","rush",3
"HP.1.A.61.2015","sedge",16
"HP.1.A.61.2015","woodrush",1
"HP.1.A.85.2017","grass",34
"HP.1.A.85.2017","herb",5
"HP.1.A.85.2017","horsetail",0
"HP.1.A.85.2017","moss",0
"HP.1.A.85.2017","rush",8
"HP.1.A.85.2017","sedge",15
"HP.1.A.85.2017","woodrush",4
"HP.1.A.91.2016","grass",43
"HP.1.A.91.2016","herb",12
"HP.1.A.91.2016","horsetail",0
"HP.1.A.91.2016","moss",5
"HP.1.A.91.2016","rush",7
"HP.1.A.91.2016","sedge",10
"HP.1.A.91.2016","woodrush",1
"HP.1.B.11.2017","grass",25
"HP.1.B.11.2017","herb",17
"HP.1.B.11.2017","horsetail",0
"HP.1.B.11.2017","moss",0
"HP.1.B.11.2017","rush",45
"HP.1.B.11.2017","sedge",6
"HP.1.B.11.2017","woodrush",0
"HP.1.B.20.2015","grass",47
"HP.1.B.20.2015","herb",12
"HP.1.B.20.2015","horsetail",0
"HP.1.B.20.2015","moss",0
"HP.1.B.20.2015","rush",20
"HP.1.B.20.2015","sedge",16
"HP.1.B.20.2015","woodrush",2
"HP.1.B.35.2015","grass",33
"HP.1.B.35.2015","herb",13
"HP.1.B.35.2015","horsetail",0
"HP.1.B.35.2015","moss",0
"HP.1.B.35.2015","rush",12
"HP.1.B.35.2015","sedge",0
"HP.1.B.35.2015","woodrush",0
"HP.1.B.44.2017","grass",59
"HP.1.B.44.2017","herb",15
"HP.1.B.44.2017","horsetail",0
"HP.1.B.44.2017","moss",0
"HP.1.B.44.2017","rush",16
"HP.1.B.44.2017","sedge",11
"HP.1.B.44.2017","woodrush",0
"HP.1.B.51.2016","grass",56
"HP.1.B.51.2016","herb",25
"HP.1.B.51.2016","horsetail",0
"HP.1.B.51.2016","moss",0
"HP.1.B.51.2016","rush",12
"HP.1.B.51.2016","sedge",11
"HP.1.B.51.2016","woodrush",0
"HP.1.B.54.2016","grass",29
"HP.1.B.54.2016","herb",30
"HP.1.B.54.2016","horsetail",0
"HP.1.B.54.2016","moss",0
"HP.1.B.54.2016","rush",34
"HP.1.B.54.2016","sedge",8
"HP.1.B.54.2016","woodrush",0
"HP.1.B.61.2016","grass",54
"HP.1.B.61.2016","herb",29
"HP.1.B.61.2016","horsetail",0
"HP.1.B.61.2016","moss",0
"HP.1.B.61.2016","rush",12
"HP.1.B.61.2016","sedge",8
"HP.1.B.61.2016","woodrush",0
"HP.1.B.85.2015","grass",47
"HP.1.B.85.2015","herb",16
"HP.1.B.85.2015","horsetail",0
"HP.1.B.85.2015","moss",0
"HP.1.B.85.2015","rush",16
"HP.1.B.85.2015","sedge",14
"HP.1.B.85.2015","woodrush",0
"HP.1.B.91.2017","grass",42
"HP.1.B.91.2017","herb",28
"HP.1.B.91.2017","horsetail",0
"HP.1.B.91.2017","moss",0
"HP.1.B.91.2017","rush",7
"HP.1.B.91.2017","sedge",18
"HP.1.B.91.2017","woodrush",0
"HP.1.C.11.2015","grass",46
"HP.1.C.11.2015","herb",27
"HP.1.C.11.2015","horsetail",0
"HP.1.C.11.2015","moss",18
"HP.1.C.11.2015","rush",23
"HP.1.C.11.2015","sedge",14
"HP.1.C.11.2015","woodrush",0
"HP.1.C.20.2016","grass",53
"HP.1.C.20.2016","herb",53
"HP.1.C.20.2016","horsetail",0
"HP.1.C.20.2016","moss",0
"HP.1.C.20.2016","rush",35
"HP.1.C.20.2016","sedge",14
"HP.1.C.20.2016","woodrush",0
"HP.1.C.35.2016","grass",33
"HP.1.C.35.2016","herb",25
"HP.1.C.35.2016","horsetail",0
"HP.1.C.35.2016","moss",0
"HP.1.C.35.2016","rush",35
"HP.1.C.35.2016","sedge",8
"HP.1.C.35.2016","woodrush",0
"HP.1.C.44.2015","grass",48
"HP.1.C.44.2015","herb",22
"HP.1.C.44.2015","horsetail",0
"HP.1.C.44.2015","moss",13
"HP.1.C.44.2015","rush",23
"HP.1.C.44.2015","sedge",8
"HP.1.C.44.2015","woodrush",0
"HP.1.C.51.2017","grass",49
"HP.1.C.51.2017","herb",37
"HP.1.C.51.2017","horsetail",0
"HP.1.C.51.2017","moss",0
"HP.1.C.51.2017","rush",30
"HP.1.C.51.2017","sedge",11
"HP.1.C.51.2017","woodrush",0
"HP.1.C.54.2017","grass",39
"HP.1.C.54.2017","herb",39
"HP.1.C.54.2017","horsetail",0
"HP.1.C.54.2017","moss",0
"HP.1.C.54.2017","rush",43
"HP.1.C.54.2017","sedge",14
"HP.1.C.54.2017","woodrush",0
"HP.1.C.61.2017","grass",67
"HP.1.C.61.2017","herb",28
"HP.1.C.61.2017","horsetail",0
"HP.1.C.61.2017","moss",0
"HP.1.C.61.2017","rush",38
"HP.1.C.61.2017","sedge",8
"HP.1.C.61.2017","woodrush",2
"HP.1.C.85.2016","grass",37
"HP.1.C.85.2016","herb",33
"HP.1.C.85.2016","horsetail",0
"HP.1.C.85.2016","moss",0
"HP.1.C.85.2016","rush",35
"HP.1.C.85.2016","sedge",0
"HP.1.C.85.2016","woodrush",0
"HP.1.C.91.2015","grass",18
"HP.1.C.91.2015","herb",22
"HP.1.C.91.2015","horsetail",0
"HP.1.C.91.2015","moss",0
"HP.1.C.91.2015","rush",28
"HP.1.C.91.2015","sedge",14
"HP.1.C.91.2015","woodrush",0
"HP.2.A.15.2015","grass",50
"HP.2.A.15.2015","herb",10
"HP.2.A.15.2015","horsetail",0
"HP.2.A.15.2015","moss",3
"HP.2.A.15.2015","rush",44
"HP.2.A.15.2015","sedge",8
"HP.2.A.15.2015","woodrush",0
"HP.2.A.29.2016","grass",30
"HP.2.A.29.2016","herb",3
"HP.2.A.29.2016","horsetail",0
"HP.2.A.29.2016","moss",0
"HP.2.A.29.2016","rush",30
"HP.2.A.29.2016","sedge",16
"HP.2.A.29.2016","woodrush",0
"HP.2.A.35.2015","grass",31
"HP.2.A.35.2015","herb",8
"HP.2.A.35.2015","horsetail",0
"HP.2.A.35.2015","moss",18
"HP.2.A.35.2015","rush",16
"HP.2.A.35.2015","sedge",1
"HP.2.A.35.2015","woodrush",0
"HP.2.A.53.2017","grass",44
"HP.2.A.53.2017","herb",3
"HP.2.A.53.2017","horsetail",0
"HP.2.A.53.2017","moss",0
"HP.2.A.53.2017","rush",23
"HP.2.A.53.2017","sedge",22
"HP.2.A.53.2017","woodrush",4
"HP.2.A.59.2017","grass",49
"HP.2.A.59.2017","herb",7
"HP.2.A.59.2017","horsetail",0
"HP.2.A.59.2017","moss",0
"HP.2.A.59.2017","rush",23
"HP.2.A.59.2017","sedge",14
"HP.2.A.59.2017","woodrush",0
"HP.2.A.6.2017","grass",35
"HP.2.A.6.2017","herb",6
"HP.2.A.6.2017","horsetail",0
"HP.2.A.6.2017","moss",0
"HP.2.A.6.2017","rush",21
"HP.2.A.6.2017","sedge",20
"HP.2.A.6.2017","woodrush",1
"HP.2.A.71.2016","grass",43
"HP.2.A.71.2016","herb",10
"HP.2.A.71.2016","horsetail",0
"HP.2.A.71.2016","moss",0
"HP.2.A.71.2016","rush",36
"HP.2.A.71.2016","sedge",8
"HP.2.A.71.2016","woodrush",0
"HP.2.A.8.2015","grass",32
"HP.2.A.8.2015","herb",10
"HP.2.A.8.2015","horsetail",0
"HP.2.A.8.2015","moss",5
"HP.2.A.8.2015","rush",48
"HP.2.A.8.2015","sedge",5
"HP.2.A.8.2015","woodrush",0
"HP.2.A.80.2016","grass",48
"HP.2.A.80.2016","herb",13
"HP.2.A.80.2016","horsetail",0
"HP.2.A.80.2016","moss",0
"HP.2.A.80.2016","rush",35
"HP.2.A.80.2016","sedge",5
"HP.2.A.80.2016","woodrush",1
"HP.2.B.15.2016","grass",64
"HP.2.B.15.2016","herb",7
"HP.2.B.15.2016","horsetail",0
"HP.2.B.15.2016","moss",0
"HP.2.B.15.2016","rush",39
"HP.2.B.15.2016","sedge",6
"HP.2.B.15.2016","woodrush",1
"HP.2.B.29.2017","grass",44
"HP.2.B.29.2017","herb",10
"HP.2.B.29.2017","horsetail",0
"HP.2.B.29.2017","moss",0
"HP.2.B.29.2017","rush",7
"HP.2.B.29.2017","sedge",14
"HP.2.B.29.2017","woodrush",0
"HP.2.B.35.2016","grass",31
"HP.2.B.35.2016","herb",17
"HP.2.B.35.2016","horsetail",1
"HP.2.B.35.2016","moss",0
"HP.2.B.35.2016","rush",14
"HP.2.B.35.2016","sedge",15
"HP.2.B.35.2016","woodrush",0
"HP.2.B.53.2015","grass",56
"HP.2.B.53.2015","herb",12
"HP.2.B.53.2015","horsetail",0
"HP.2.B.53.2015","moss",0
"HP.2.B.53.2015","rush",24
"HP.2.B.53.2015","sedge",27
"HP.2.B.53.2015","woodrush",0
"HP.2.B.59.2015","grass",40
"HP.2.B.59.2015","herb",2
"HP.2.B.59.2015","horsetail",0
"HP.2.B.59.2015","moss",0
"HP.2.B.59.2015","rush",16
"HP.2.B.59.2015","sedge",0
"HP.2.B.59.2015","woodrush",0
"HP.2.B.6.2015","grass",42
"HP.2.B.6.2015","herb",13
"HP.2.B.6.2015","horsetail",0
"HP.2.B.6.2015","moss",0
"HP.2.B.6.2015","rush",5
"HP.2.B.6.2015","sedge",0
"HP.2.B.6.2015","woodrush",0
"HP.2.B.71.2017","grass",51
"HP.2.B.71.2017","herb",6
"HP.2.B.71.2017","horsetail",0
"HP.2.B.71.2017","moss",0
"HP.2.B.71.2017","rush",7
"HP.2.B.71.2017","sedge",15
"HP.2.B.71.2017","woodrush",5
"HP.2.B.8.2016","grass",43
"HP.2.B.8.2016","herb",8
"HP.2.B.8.2016","horsetail",0
"HP.2.B.8.2016","moss",0
"HP.2.B.8.2016","rush",7
"HP.2.B.8.2016","sedge",14
"HP.2.B.8.2016","woodrush",1
"HP.2.B.80.2017","grass",60
"HP.2.B.80.2017","herb",12
"HP.2.B.80.2017","horsetail",0
"HP.2.B.80.2017","moss",0
"HP.2.B.80.2017","rush",20
"HP.2.B.80.2017","sedge",8
"HP.2.B.80.2017","woodrush",0
"HP.2.C.15.2017","grass",38
"HP.2.C.15.2017","herb",33
"HP.2.C.15.2017","horsetail",0
"HP.2.C.15.2017","moss",0
"HP.2.C.15.2017","rush",30
"HP.2.C.15.2017","sedge",14
"HP.2.C.15.2017","woodrush",0
"HP.2.C.29.2015","grass",50
"HP.2.C.29.2015","herb",16
"HP.2.C.29.2015","horsetail",0
"HP.2.C.29.2015","moss",0
"HP.2.C.29.2015","rush",7
"HP.2.C.29.2015","sedge",14
"HP.2.C.29.2015","woodrush",0
"HP.2.C.33.2016","grass",51
"HP.2.C.33.2016","herb",21
"HP.2.C.33.2016","horsetail",0
"HP.2.C.33.2016","moss",0
"HP.2.C.33.2016","rush",28
"HP.2.C.33.2016","sedge",14
"HP.2.C.33.2016","woodrush",0
"HP.2.C.35.2017","grass",39
"HP.2.C.35.2017","herb",30
"HP.2.C.35.2017","horsetail",0
"HP.2.C.35.2017","moss",0
"HP.2.C.35.2017","rush",38
"HP.2.C.35.2017","sedge",14
"HP.2.C.35.2017","woodrush",0
"HP.2.C.59.2016","grass",51
"HP.2.C.59.2016","herb",35
"HP.2.C.59.2016","horsetail",0
"HP.2.C.59.2016","moss",0
"HP.2.C.59.2016","rush",23
"HP.2.C.59.2016","sedge",14
"HP.2.C.59.2016","woodrush",0
"HP.2.C.6.2016","grass",37
"HP.2.C.6.2016","herb",28
"HP.2.C.6.2016","horsetail",0
"HP.2.C.6.2016","moss",0
"HP.2.C.6.2016","rush",30
"HP.2.C.6.2016","sedge",11
"HP.2.C.6.2016","woodrush",0
"HP.2.C.71.2015","grass",43
"HP.2.C.71.2015","herb",31
"HP.2.C.71.2015","horsetail",0
"HP.2.C.71.2015","moss",0
"HP.2.C.71.2015","rush",38
"HP.2.C.71.2015","sedge",2
"HP.2.C.71.2015","woodrush",0
"HP.2.C.8.2017","grass",54
"HP.2.C.8.2017","herb",36
"HP.2.C.8.2017","horsetail",0
"HP.2.C.8.2017","moss",0
"HP.2.C.8.2017","rush",37
"HP.2.C.8.2017","sedge",18
"HP.2.C.8.2017","woodrush",0
"HP.2.C.80.2015","grass",36
"HP.2.C.80.2015","herb",21
"HP.2.C.80.2015","horsetail",0
"HP.2.C.80.2015","moss",0
"HP.2.C.80.2015","rush",12
"HP.2.C.80.2015","sedge",0
"HP.2.C.80.2015","woodrush",0
"HP.3.A.3.2017","grass",24
"HP.3.A.3.2017","herb",6
"HP.3.A.3.2017","horsetail",0
"HP.3.A.3.2017","moss",0
"HP.3.A.3.2017","rush",18
"HP.3.A.3.2017","sedge",14
"HP.3.A.3.2017","woodrush",0
"HP.3.A.31.2015","grass",31
"HP.3.A.31.2015","herb",7
"HP.3.A.31.2015","horsetail",0
"HP.3.A.31.2015","moss",13
"HP.3.A.31.2015","rush",7
"HP.3.A.31.2015","sedge",7
"HP.3.A.31.2015","woodrush",0
"HP.3.A.47.2015","grass",50
"HP.3.A.47.2015","herb",18
"HP.3.A.47.2015","horsetail",0
"HP.3.A.47.2015","moss",22
"HP.3.A.47.2015","rush",0
"HP.3.A.47.2015","sedge",17
"HP.3.A.47.2015","woodrush",0
"HP.3.A.52.2016","grass",27
"HP.3.A.52.2016","herb",13
"HP.3.A.52.2016","horsetail",0
"HP.3.A.52.2016","moss",4
"HP.3.A.52.2016","rush",47
"HP.3.A.52.2016","sedge",4
"HP.3.A.52.2016","woodrush",2
"HP.3.A.7.2016","grass",35
"HP.3.A.7.2016","herb",10
"HP.3.A.7.2016","horsetail",0
"HP.3.A.7.2016","moss",13
"HP.3.A.7.2016","rush",7
"HP.3.A.7.2016","sedge",6
"HP.3.A.7.2016","woodrush",1
"HP.3.A.73.2017","grass",31
"HP.3.A.73.2017","herb",5
"HP.3.A.73.2017","horsetail",0
"HP.3.A.73.2017","moss",0
"HP.3.A.73.2017","rush",19
"HP.3.A.73.2017","sedge",18
"HP.3.A.73.2017","woodrush",2
"HP.3.A.74.2015","grass",40
"HP.3.A.74.2015","herb",9
"HP.3.A.74.2015","horsetail",0
"HP.3.A.74.2015","moss",17
"HP.3.A.74.2015","rush",27
"HP.3.A.74.2015","sedge",5
"HP.3.A.74.2015","woodrush",0
"HP.3.A.82.2016","grass",47
"HP.3.A.82.2016","herb",10
"HP.3.A.82.2016","horsetail",0
"HP.3.A.82.2016","moss",2
"HP.3.A.82.2016","rush",11
"HP.3.A.82.2016","sedge",21
"HP.3.A.82.2016","woodrush",1
"HP.3.A.88.2017","grass",44
"HP.3.A.88.2017","herb",13
"HP.3.A.88.2017","horsetail",0
"HP.3.A.88.2017","moss",0
"HP.3.A.88.2017","rush",30
"HP.3.A.88.2017","sedge",6
"HP.3.A.88.2017","woodrush",1
"HP.3.B.3.2015","grass",48
"HP.3.B.3.2015","herb",9
"HP.3.B.3.2015","horsetail",0
"HP.3.B.3.2015","moss",3
"HP.3.B.3.2015","rush",23
"HP.3.B.3.2015","sedge",15
"HP.3.B.3.2015","woodrush",0
"HP.3.B.31.2016","grass",44
"HP.3.B.31.2016","herb",17
"HP.3.B.31.2016","horsetail",0
"HP.3.B.31.2016","moss",0
"HP.3.B.31.2016","rush",23
"HP.3.B.31.2016","sedge",1
"HP.3.B.31.2016","woodrush",0
"HP.3.B.47.2016","grass",51
"HP.3.B.47.2016","herb",14
"HP.3.B.47.2016","horsetail",0
"HP.3.B.47.2016","moss",0
"HP.3.B.47.2016","rush",28
"HP.3.B.47.2016","sedge",14
"HP.3.B.47.2016","woodrush",0
"HP.3.B.52.2017","grass",43
"HP.3.B.52.2017","herb",12
"HP.3.B.52.2017","horsetail",0
"HP.3.B.52.2017","moss",0
"HP.3.B.52.2017","rush",7
"HP.3.B.52.2017","sedge",8
"HP.3.B.52.2017","woodrush",0
"HP.3.B.7.2017","grass",33
"HP.3.B.7.2017","herb",15
"HP.3.B.7.2017","horsetail",0
"HP.3.B.7.2017","moss",0
"HP.3.B.7.2017","rush",21
"HP.3.B.7.2017","sedge",14
"HP.3.B.7.2017","woodrush",1
"HP.3.B.73.2015","grass",74
"HP.3.B.73.2015","herb",21
"HP.3.B.73.2015","horsetail",0
"HP.3.B.73.2015","moss",15
"HP.3.B.73.2015","rush",36
"HP.3.B.73.2015","sedge",0
"HP.3.B.73.2015","woodrush",0
"HP.3.B.74.2016","grass",46
"HP.3.B.74.2016","herb",21
"HP.3.B.74.2016","horsetail",0
"HP.3.B.74.2016","moss",0
"HP.3.B.74.2016","rush",30
"HP.3.B.74.2016","sedge",2
"HP.3.B.74.2016","woodrush",0
"HP.3.B.82.2017","grass",44
"HP.3.B.82.2017","herb",12
"HP.3.B.82.2017","horsetail",0
"HP.3.B.82.2017","moss",0
"HP.3.B.82.2017","rush",28
"HP.3.B.82.2017","sedge",14
"HP.3.B.82.2017","woodrush",1
"HP.3.B.88.2015","grass",47
"HP.3.B.88.2015","herb",10
"HP.3.B.88.2015","horsetail",0
"HP.3.B.88.2015","moss",10
"HP.3.B.88.2015","rush",30
"HP.3.B.88.2015","sedge",2
"HP.3.B.88.2015","woodrush",0
"HP.3.C.3.2016","grass",49
"HP.3.C.3.2016","herb",30
"HP.3.C.3.2016","horsetail",0
"HP.3.C.3.2016","moss",0
"HP.3.C.3.2016","rush",28
"HP.3.C.3.2016","sedge",8
"HP.3.C.3.2016","woodrush",0
"HP.3.C.31.2017","grass",27
"HP.3.C.31.2017","herb",25
"HP.3.C.31.2017","horsetail",0
"HP.3.C.31.2017","moss",0
"HP.3.C.31.2017","rush",35
"HP.3.C.31.2017","sedge",14
"HP.3.C.31.2017","woodrush",0
"HP.3.C.47.2017","grass",55
"HP.3.C.47.2017","herb",8
"HP.3.C.47.2017","horsetail",0
"HP.3.C.47.2017","moss",0
"HP.3.C.47.2017","rush",38
"HP.3.C.47.2017","sedge",14
"HP.3.C.47.2017","woodrush",0
"HP.3.C.52.2015","grass",20
"HP.3.C.52.2015","herb",18
"HP.3.C.52.2015","horsetail",0
"HP.3.C.52.2015","moss",7
"HP.3.C.52.2015","rush",48
"HP.3.C.52.2015","sedge",14
"HP.3.C.52.2015","woodrush",0
"HP.3.C.7.2015","grass",21
"HP.3.C.7.2015","herb",15
"HP.3.C.7.2015","horsetail",0
"HP.3.C.7.2015","moss",13
"HP.3.C.7.2015","rush",49
"HP.3.C.7.2015","sedge",2
"HP.3.C.7.2015","woodrush",0
"HP.3.C.73.2016","grass",39
"HP.3.C.73.2016","herb",22
"HP.3.C.73.2016","horsetail",0
"HP.3.C.73.2016","moss",0
"HP.3.C.73.2016","rush",28
"HP.3.C.73.2016","sedge",14
"HP.3.C.73.2016","woodrush",0
"HP.3.C.74.2017","grass",32
"HP.3.C.74.2017","herb",17
"HP.3.C.74.2017","horsetail",0
"HP.3.C.74.2017","moss",0
"HP.3.C.74.2017","rush",36
"HP.3.C.74.2017","sedge",14
"HP.3.C.74.2017","woodrush",0
"HP.3.C.82.2015","grass",35
"HP.3.C.82.2015","herb",13
"HP.3.C.82.2015","horsetail",0
"HP.3.C.82.2015","moss",0
"HP.3.C.82.2015","rush",30
"HP.3.C.82.2015","sedge",17
"HP.3.C.82.2015","woodrush",0
"HP.3.C.88.2016","grass",14
"HP.3.C.88.2016","herb",10
"HP.3.C.88.2016","horsetail",0
"HP.3.C.88.2016","moss",0
"HP.3.C.88.2016","rush",23
"HP.3.C.88.2016","sedge",5
"HP.3.C.88.2016","woodrush",0
"HP.4.A.19.2017","grass",50
"HP.4.A.19.2017","herb",10
"HP.4.A.19.2017","horsetail",0
"HP.4.A.19.2017","moss",0
"HP.4.A.19.2017","rush",12
"HP.4.A.19.2017","sedge",11
"HP.4.A.19.2017","woodrush",1
"HP.4.A.2.2017","grass",45
"HP.4.A.2.2017","herb",6
"HP.4.A.2.2017","horsetail",0
"HP.4.A.2.2017","moss",0
"HP.4.A.2.2017","rush",16
"HP.4.A.2.2017","sedge",16
"HP.4.A.2.2017","woodrush",1
"HP.4.A.38.2017","grass",51
"HP.4.A.38.2017","herb",6
"HP.4.A.38.2017","horsetail",0
"HP.4.A.38.2017","moss",0
"HP.4.A.38.2017","rush",30
"HP.4.A.38.2017","sedge",4
"HP.4.A.38.2017","woodrush",0
"HP.4.A.58.2016","grass",38
"HP.4.A.58.2016","herb",9
"HP.4.A.58.2016","horsetail",0
"HP.4.A.58.2016","moss",6
"HP.4.A.58.2016","rush",13
"HP.4.A.58.2016","sedge",11
"HP.4.A.58.2016","woodrush",1
"HP.4.A.65.2016","grass",66
"HP.4.A.65.2016","herb",10
"HP.4.A.65.2016","horsetail",0
"HP.4.A.65.2016","moss",0
"HP.4.A.65.2016","rush",3
"HP.4.A.65.2016","sedge",5
"HP.4.A.65.2016","woodrush",0
"HP.4.A.67.2015","grass",44
"HP.4.A.67.2015","herb",7
"HP.4.A.67.2015","horsetail",0
"HP.4.A.67.2015","moss",0
"HP.4.A.67.2015","rush",9
"HP.4.A.67.2015","sedge",2
"HP.4.A.67.2015","woodrush",0
"HP.4.A.73.2016","grass",55
"HP.4.A.73.2016","herb",8
"HP.4.A.73.2016","horsetail",0
"HP.4.A.73.2016","moss",3
"HP.4.A.73.2016","rush",37
"HP.4.A.73.2016","sedge",2
"HP.4.A.73.2016","woodrush",0
"HP.4.A.84.2015","grass",20
"HP.4.A.84.2015","herb",14
"HP.4.A.84.2015","horsetail",0
"HP.4.A.84.2015","moss",7
"HP.4.A.84.2015","rush",13
"HP.4.A.84.2015","sedge",22
"HP.4.A.84.2015","woodrush",0
"HP.4.A.9.2015","grass",32
"HP.4.A.9.2015","herb",4
"HP.4.A.9.2015","horsetail",0
"HP.4.A.9.2015","moss",12
"HP.4.A.9.2015","rush",16
"HP.4.A.9.2015","sedge",11
"HP.4.A.9.2015","woodrush",0
"HP.4.B.19.2015","grass",51
"HP.4.B.19.2015","herb",12
"HP.4.B.19.2015","horsetail",0
"HP.4.B.19.2015","moss",2
"HP.4.B.19.2015","rush",28
"HP.4.B.19.2015","sedge",14
"HP.4.B.19.2015","woodrush",0
"HP.4.B.2.2015","grass",38
"HP.4.B.2.2015","herb",6
"HP.4.B.2.2015","horsetail",0
"HP.4.B.2.2015","moss",13
"HP.4.B.2.2015","rush",23
"HP.4.B.2.2015","sedge",1
"HP.4.B.2.2015","woodrush",0
"HP.4.B.24.2016","grass",64
"HP.4.B.24.2016","herb",16
"HP.4.B.24.2016","horsetail",0
"HP.4.B.24.2016","moss",0
"HP.4.B.24.2016","rush",35
"HP.4.B.24.2016","sedge",14
"HP.4.B.24.2016","woodrush",0
"HP.4.B.38.2015","grass",44
"HP.4.B.38.2015","herb",7
"HP.4.B.38.2015","horsetail",0
"HP.4.B.38.2015","moss",1
"HP.4.B.38.2015","rush",16
"HP.4.B.38.2015","sedge",16
"HP.4.B.38.2015","woodrush",1
"HP.4.B.58.2017","grass",38
"HP.4.B.58.2017","herb",11
"HP.4.B.58.2017","horsetail",0
"HP.4.B.58.2017","moss",0
"HP.4.B.58.2017","rush",35
"HP.4.B.58.2017","sedge",14
"HP.4.B.58.2017","woodrush",0
"HP.4.B.65.2017","grass",33
"HP.4.B.65.2017","herb",14
"HP.4.B.65.2017","horsetail",0
"HP.4.B.65.2017","moss",0
"HP.4.B.65.2017","rush",28
"HP.4.B.65.2017","sedge",5
"HP.4.B.65.2017","woodrush",0
"HP.4.B.67.2016","grass",59
"HP.4.B.67.2016","herb",6
"HP.4.B.67.2016","horsetail",0
"HP.4.B.67.2016","moss",0
"HP.4.B.67.2016","rush",25
"HP.4.B.67.2016","sedge",14
"HP.4.B.67.2016","woodrush",0
"HP.4.B.73.2017","grass",46
"HP.4.B.73.2017","herb",6
"HP.4.B.73.2017","horsetail",0
"HP.4.B.73.2017","moss",0
"HP.4.B.73.2017","rush",30
"HP.4.B.73.2017","sedge",6
"HP.4.B.73.2017","woodrush",0
"HP.4.B.9.2016","grass",63
"HP.4.B.9.2016","herb",10
"HP.4.B.9.2016","horsetail",0
"HP.4.B.9.2016","moss",0
"HP.4.B.9.2016","rush",38
"HP.4.B.9.2016","sedge",18
"HP.4.B.9.2016","woodrush",0
"HP.4.C.19.2016","grass",45
"HP.4.C.19.2016","herb",14
"HP.4.C.19.2016","horsetail",0
"HP.4.C.19.2016","moss",0
"HP.4.C.19.2016","rush",28
"HP.4.C.19.2016","sedge",5
"HP.4.C.19.2016","woodrush",0
"HP.4.C.2.2016","grass",43
"HP.4.C.2.2016","herb",14
"HP.4.C.2.2016","horsetail",0
"HP.4.C.2.2016","moss",0
"HP.4.C.2.2016","rush",16
"HP.4.C.2.2016","sedge",14
"HP.4.C.2.2016","woodrush",0
"HP.4.C.24.2017","grass",36
"HP.4.C.24.2017","herb",10
"HP.4.C.24.2017","horsetail",0
"HP.4.C.24.2017","moss",0
"HP.4.C.24.2017","rush",30
"HP.4.C.24.2017","sedge",2
"HP.4.C.24.2017","woodrush",0
"HP.4.C.3.2015","grass",33
"HP.4.C.3.2015","herb",21
"HP.4.C.3.2015","horsetail",0
"HP.4.C.3.2015","moss",0
"HP.4.C.3.2015","rush",36
"HP.4.C.3.2015","sedge",14
"HP.4.C.3.2015","woodrush",0
"HP.4.C.38.2016","grass",50
"HP.4.C.38.2016","herb",14
"HP.4.C.38.2016","horsetail",0
"HP.4.C.38.2016","moss",0
"HP.4.C.38.2016","rush",16
"HP.4.C.38.2016","sedge",5
"HP.4.C.38.2016","woodrush",0
